Cam ID,Location,Latitude ,Longitude,camera_type,brand,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,bandwidth_mbps,night_vision,technical_notes,lat_dd,lon_dd,governorate_en,Kuwait_Governorate,estimated_daily_vehicles
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2023-10-28 00:00:00,21,Online,23.1,71,2,713,71,Warning,98.11,4.98,TRUE,,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,65721
270,قادم من الدائري الأول باتجاه شارع عبد العزيز حمد الصقر ," 29°22'0.17""N"," 47°57'54.88""E",Thermal,Bosch,2023-06-15 00:00:00,2023-08-05 00:00:00,18,Online,33.2,83,1,279,87,Good,98.35,1.5,TRUE,Periodic false motion alerts,29.36671389,47.96524444,Al Asimah,Al Asimah,84331
47,قادم دوار الامم باتجاه د.4 - الاندلس," 29°18'26.80""N","47°53'34.08""E",Thermal,Hikvision,2022-11-15 00:00:00,2025-07-02 00:00:00,20,Online,31.5,23,0,28,68,Good,99.35,4.3,TRUE,Replace network cable,29.30744444,47.8928,Al Farwaniyah,Farwaniya,58823
131,قادم من الضجيج باتجاه العمارية," 29°18'6.17""N","47°57'1.54""E",Bullet,Honeywell,2018-10-28 00:00:00,2022-06-11 00:00:00,20,Online,36.3,60,0,194,78,Good,98.31,3.45,TRUE,,29.30171389,47.95042778,Al Farwaniyah,Farwaniya,65110
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2021-10-20 00:00:00,20,Online,25.3,45,0,79,73,Good,99.05,8.69,TRUE,Periodic false motion alerts,29.20006389,48.00828611,Al Ahmadi,Ahmadi,60558
16,قادم من د. الاول النفق باتجاه د.2," 29°21'29.67""N","47°57'22.25""E",Analog,Bosch,2021-09-29 00:00:00,2025-01-09 00:00:00,19,Online,30.7,37,0,114,63,Good,99.84,3.53,TRUE,,29.35824167,47.95618056,Al Asimah,Al Asimah,53508
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2025-10-21 00:00:00,20,Offline,25.9,42,2,68,93,Warning,94.99,1.61,TRUE,Heat exposure — add shade,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,78607
116,مخرج  القادم من مشرف باتجاه الفحيحيل," 29°17'20.89""N","48° 4'19.50""E",Dome,Vivotek,2022-09-18 00:00:00,2025-01-23 00:00:00,23,Online,35.8,57,1,246,91,Good,98.4,6.8,TRUE,,29.28913611,48.07208333,Mubarak Al-Kabeer,Mubarak Al-Kabeer,69459
382,مخرج الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Thermal,Hikvision,2023-12-29 00:00:00,2024-01-25 00:00:00,22,Online,22.8,40,1,299,88,Good,99.79,1.8,TRUE,Periodic false motion alerts,28.67294444,48.36219444,Al Ahmadi,Ahmadi,63519
397,القادم من  الدائري الخامس باتجاه شارع قطر السالميه ," 29°19'30.57""N"," 48° 5'6.72""E",Analog,Honeywell,2025-03-04 00:00:00,2023-02-20 00:00:00,18,Online,23.7,94,1,414,66,Good,99.83,4.93,TRUE,,29.32515833,48.0852,Hawalli,Hawalli,66493
28,مخرج قادم من العزالي باتجاه المستشفيات," 29°20'7.23""N"," 47°55'43.41""E",Analog,Bosch,2019-02-22 00:00:00,2021-06-18 00:00:00,21,Online,33.4,66,1,462,62,Good,99.37,5.62,TRUE,,29.33534167,47.928725,Al Asimah,Al Asimah,60888
10,الاول / المغرب الخارج من المدينه - الشيراتون," 29°21'37.50""N"," 47°59'5.44""E",Analog,Uniview,2021-10-27 00:00:00,2024-12-07 00:00:00,22,Online,33.7,42,1,623,97,Good,98.92,8.58,TRUE,Periodic false motion alerts,29.36041667,47.98484444,Al Asimah,Al Asimah,116347
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,2020-11-18 00:00:00,2023-09-30 00:00:00,22,Offline,32,50,1,544,62,Warning,92.34,2.18,TRUE,,29.36638333,47.96563889,Al Asimah,Al Asimah,57221
288,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد الشويخ ," 29°23'6.68""N"," 47°58'48.27""E",Analog,Uniview,2025-02-10 00:00:00,2020-04-20 00:00:00,22,Offline,28.5,66,2,632,78,Warning,92.9,6.58,TRUE,Heat exposure — add shade,29.38518889,47.980075,Al Asimah,Al Asimah,86539
59,القادم من القصر ومرور الجهراء باتجاه المدينه," 29°20'10.76""N","47°43'19.44""E",Dome,Honeywell,2018-11-05 00:00:00,2023-06-24 00:00:00,21,Online,22.2,67,2,429,85,Good,99.67,5.98,TRUE,,29.33632222,47.72206667,Al Jahrah,Jahra,59427
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2025-02-15 00:00:00,19,Online,27.6,60,1,135,92,Good,99.54,14.3,TRUE,Heat exposure — add shade,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,99302
114,مدخل شارع الاقصى القادم من الفحيحيل," 29°18'1.22""N","48° 3'51.56""E",Dome,Bosch,2022-11-14 00:00:00,2024-10-08 00:00:00,20,Online,23.1,51,1,145,96,Good,98.66,1.32,TRUE,Check IR LEDs,29.30033889,48.06432222,Hawalli,Hawalli,84072
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,2022-03-18 00:00:00,2025-08-03 00:00:00,23,Online,35.5,81,1,256,76,Good,99.53,12.41,TRUE,Heat exposure — add shade,29.36066667,47.964325,Al Asimah,Al Asimah,89304
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,2021-03-24 00:00:00,2025-05-25 00:00:00,18,Online,32.7,27,0,9,63,Good,98.04,3.03,TRUE,Mount stabilization required,29.30659444,48.01918889,Hawalli,Hawalli,48402
49,قادم من المدينه مخرج وصلة الدوحه," 29°19'0.38""N"," 47°47'7.85""E",PTZ,Axis,2024-01-15 00:00:00,2021-12-10 00:00:00,20,Online,36.9,66,0,9,87,Good,99.32,4.16,TRUE,Focus adjustment needed,29.31677222,47.78551389,Al Jahrah,Jahra,54033
43,قادم دوار الامم باتجاه الجهراء - غرناطه ," 29°18'36.94""N","47°52'28.94""E",Thermal,Uniview,2018-02-21 00:00:00,2024-10-04 00:00:00,22,Online,25.9,68,1,442,76,Good,99.36,8.81,TRUE,Firmware update recommended,29.31026111,47.87470556,Al Farwaniyah,Farwaniya,80620
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,2025-02-14 00:00:00,2022-02-10 00:00:00,20,Online,28.4,54,0,519,89,Good,99.98,4.72,TRUE,Periodic false motion alerts,29.30344444,47.96616667,Al Farwaniyah,Farwaniya,85524
215,قادم من ابوفطيره باتجاه المدينه," 29°13'9.79""N","48° 6'5.32""E",Bullet,Dahua,2020-12-04 00:00:00,2025-02-08 00:00:00,20,Online,28.1,53,1,264,76,Good,98.63,3.86,FALSE,Lens requires cleaning,29.21938611,48.10147778,Mubarak Al-Kabeer,Mubarak Al-Kabeer,49716
188,قادم من صبحان باتجاه الجهراء," 29°11'1.92""N"," 47°59'38.16""E",IP,Bosch,2018-03-26 00:00:00,2023-04-22 00:00:00,20,Online,33.8,51,2,340,68,Warning,99.67,3.25,TRUE,,29.18386667,47.99393333,Al Ahmadi,Ahmadi,45840
434,القادم من د.5 باتجاه شارع ثقيف السالميه," 29°19'30.27""N"," 48° 4'8.36""E",Dome,Hikvision,2021-01-31 00:00:00,2024-11-01 00:00:00,21,Online,28.2,66,0,555,78,Good,99.39,0.96,TRUE,Focus adjustment needed,29.325075,48.06898889,Hawalli,Hawalli,60110
277,قادم من شارع السور باتجاه الخليج العربي السالمية ,,,Fisheye,Honeywell,2019-01-06 00:00:00,2023-09-19 00:00:00,18,Intermittent,32.5,70,3,698,79,Warning,96.31,8.33,TRUE,,,,,Unknown,59862
161,قادم من الجهراء باتجاه الجليب," 29°15'59.67""N"," 47°56'16.47""E",Bullet,Dahua,2024-11-01 00:00:00,2018-12-15 00:00:00,18,Online,34.2,68,2,625,73,Warning,99.54,3.38,TRUE,Replace network cable,29.266575,47.93790833,Al Farwaniyah,Farwaniya,59217
324,قادم من دوار الجهراء باتجاه شارع فهد السالم ," 29°21'43.50""N"," 47°57'52.20""E",Bullet,Vivotek,2020-11-01 00:00:00,2019-03-18 00:00:00,20,Online,24.3,49,2,210,86,Good,99.47,2.12,TRUE,Replace network cable,29.36208333,47.9645,Al Asimah,Al Asimah,79046
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,2021-03-10 00:00:00,2022-07-11 00:00:00,20,Online,34.8,58,0,711,97,Good,98.88,2.45,FALSE,Focus adjustment needed,29.27204444,47.98724722,Al Farwaniyah,Farwaniya,87631
299,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي السالمية,,,Bullet,Vivotek,2021-06-11 00:00:00,2025-03-24 00:00:00,18,Online,29.3,49,3,675,69,Warning,98.14,2.34,TRUE,Mount stabilization required,,,,Unknown,39629
95,مخرج  بجانب الجابريه باتجاه المدينه," 29°18'40.10""N"," 48° 1'14.22""E",Thermal,Honeywell,2023-05-06 00:00:00,2025-07-18 00:00:00,19,Online,28.4,51,0,82,90,Good,98.06,4.14,TRUE,,29.31113889,48.02061667,Hawalli,Hawalli,86834
28,مخرج قادم من العزالي باتجاه المستشفيات," 29°20'7.23""N"," 47°55'43.41""E",Analog,Bosch,2019-02-22 00:00:00,2024-12-22 00:00:00,20,Online,26.5,48,0,57,85,Good,99.02,3.56,TRUE,Lens requires cleaning,29.33534167,47.928725,Al Asimah,Al Asimah,83977
3, الاول / عيسى مدخل المدينه باتجاه الخليجيه," 29°22'29.65""N"," 47°59'43.97""E",Fisheye,Honeywell,2020-12-27 00:00:00,2025-04-25 00:00:00,20,Online,26.8,71,1,7,85,Good,99.51,3.03,TRUE,Replace network cable,29.37490278,47.99554722,Al Asimah,Al Asimah,81936
193,قادم من اسواق القرين باتجاه الاحمدي," 29°12'13.56""N","48° 3'36.56""E",PTZ,Vivotek,2021-05-29 00:00:00,2023-12-14 00:00:00,19,Online,40,74,0,550,95,Good,98.19,3.6,TRUE,,29.20376667,48.06015556,Al Ahmadi,Ahmadi,68865
389,القادم من شارع حراء الرميثية بإتجاه الدائري الخامس," 29°19'28.92""N"," 48° 4'58.64""E",Dome,Hikvision,2023-11-04 00:00:00,2025-02-18 00:00:00,20,Offline,42.9,41,0,613,68,Warning,96.29,1.58,TRUE,,29.3247,48.08295556,Hawalli,Hawalli,49371
395,القادم من شارع قطر السالمية باتجاه الدائري الخامس," 29°19'37.05""N"," 48° 5'4.08""E",Fisheye,Axis,2020-12-25 00:00:00,2024-03-30 00:00:00,23,Online,32.6,57,2,282,74,Warning,98.46,13.16,TRUE,Focus adjustment needed,29.32695833,48.08446667,Hawalli,Hawalli,101140
82,د.4 / الرياض المخرج المؤدي الي المدينه," 29°19'10.08""N","47°58'29.60""E",Analog,Honeywell,2018-02-22 00:00:00,2025-04-27 00:00:00,18,Online,27.7,27,0,414,64,Good,98.43,0.65,TRUE,,29.31946667,47.97488889,Al Farwaniyah,Farwaniya,35354
374,قادم من الدائري الاول باتجاه  طريق الفحاحيل السريع," 29°22'22.36""N"," 47°59'49.37""E",Bullet,Bosch,2020-09-20 00:00:00,2023-11-08 00:00:00,21,Online,32.9,16,2,473,97,Good,99.13,2.12,TRUE,,29.37287778,47.99704722,Al Asimah,Al Asimah,110091
284,قادم من شارع علي السالم باتجاه شارع الخليج مرورا بشارع مبارك الكبير," 29°22'41.28""N","   47°58'29.18""E",Bullet,Hikvision,2021-07-11 00:00:00,2025-04-14 00:00:00,23,Online,39.2,55,2,365,64,Warning,98.15,3.15,TRUE,Focus adjustment needed,29.37813333,47.97477222,Al Asimah,Al Asimah,55575
242,قادم من المغرب باتجاه الشيخ زايد," 29°18'25.91""N"," 48° 1'33.42""E",Thermal,Vivotek,2018-12-15 00:00:00,2024-09-08 00:00:00,23,Online,29.7,54,2,74,76,Good,99.15,8.34,TRUE,Periodic false motion alerts,29.30719722,48.02595,Hawalli,Hawalli,85262
198,قادم من العدان باتجاه المدينه," 29°14'24.13""N","48° 3'2.36""E",Thermal,Honeywell,2021-08-23 00:00:00,2023-12-16 00:00:00,23,Online,33.8,51,1,47,87,Good,98.48,1.69,TRUE,Focus adjustment needed,29.24003611,48.05065556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,56642
59,القادم من القصر ومرور الجهراء باتجاه المدينه," 29°20'10.76""N","47°43'19.44""E",Dome,Honeywell,2018-11-05 00:00:00,2024-07-04 00:00:00,19,Online,24.8,35,0,50,82,Good,98.76,1.7,TRUE,Firmware update recommended,29.33632222,47.72206667,Al Jahrah,Jahra,44671
278,قادم منشارع الخليج باتجاه شارع عبد العزيز حمد الصقر  الشويخ ,"  29°22'4.10""N","  47°57'48.22""E",Bullet,Hanwha,2024-02-11 00:00:00,2024-02-08 00:00:00,21,Online,29.2,63,1,306,81,Good,99.14,2.1,TRUE,Lens requires cleaning,29.36780556,47.96339444,Al Asimah,Al Asimah,73968
54,المخرج القادم من جابر باتجاه ط. الجهراء," 29°20'23.53""N","47°42'57.28""E",Fisheye,Uniview,2023-03-11 00:00:00,2022-02-12 00:00:00,22,Online,42.1,59,1,215,95,Good,98.33,3.97,TRUE,Focus adjustment needed,29.33986944,47.71591111,Al Jahrah,Jahra,56561
101,مدخل د.4 القادم من المدينه - الصليبخات," 29°19'56.52""N"," 48° 2'17.95""E",Thermal,Hikvision,2022-03-31 00:00:00,2024-09-13 00:00:00,23,Online,25,16,1,432,64,Good,99.14,2.88,FALSE,Heat exposure — add shade,29.33236667,48.03831944,Hawalli,Hawalli,54878
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,2022-03-27 00:00:00,2025-02-03 00:00:00,18,Online,29.8,63,1,340,72,Good,98.99,1.78,TRUE,Check IR LEDs,29.30171389,47.95042778,Al Farwaniyah,Farwaniya,51509
223,القادم من الضجيج باتجاه الجهراء," 29°18'13.48""N"," 47°57'49.16""E",Analog,Bosch,2023-01-09 00:00:00,2025-04-16 00:00:00,21,Online,29.3,55,0,672,62,Good,99.12,2.2,TRUE,Firmware update recommended,29.30374444,47.96365556,Al Farwaniyah,Farwaniya,44878
171,قادم الجليب وعبدالله المبارك باتجاه المسيله," 29°16'1.62""N"," 47°54'50.97""E",PTZ,Honeywell,2019-05-05 00:00:00,2024-10-19 00:00:00,23,Online,35,36,0,371,88,Good,99.97,12.87,TRUE,Lens requires cleaning,29.26711667,47.91415833,Al Farwaniyah,Farwaniya,102259
292,قادم من شارع الخليج العربي باتجاه شارع جاسم محمد البحر," 29°23'24.14""N","47°59'38.32""E",Fisheye,Dahua,2025-03-07 00:00:00,2023-06-10 00:00:00,23,Offline,24.6,33,0,321,73,Warning,90.41,5.83,TRUE,Heat exposure — add shade,29.39003889,47.99397778,,Unknown,57356
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,2018-06-12 00:00:00,2023-07-13 00:00:00,19,Online,36.1,43,1,412,99,Good,98.57,1.04,TRUE,Focus adjustment needed,29.26823056,48.04140556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,56710
94,مدخل قصر بيان باتجاه السالميه," 29°18'14.50""N","48° 1'27.86""E",Thermal,Dahua,2024-07-02 00:00:00,2023-01-04 00:00:00,23,Online,43.4,46,3,147,66,Warning,98.03,2.59,TRUE,Focus adjustment needed,29.30402778,48.02440556,Hawalli,Hawalli,48237
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,2024-04-01 00:00:00,2024-08-01 00:00:00,19,Online,34.6,47,1,595,63,Good,98.31,3.32,TRUE,Heat exposure — add shade,29.30164722,47.94146111,Al Farwaniyah,Farwaniya,48523
255,قادم من شارع حمد راشد العليان باتجاه الدائري الرابع ,,,Thermal,Hanwha,2022-06-20 00:00:00,2025-09-21 00:00:00,20,Online,37.9,24,2,653,78,Good,98.01,2.29,TRUE,Periodic false motion alerts,,,,Unknown,54668
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,2020-12-19 00:00:00,2025-06-21 00:00:00,21,Online,41,68,2,90,72,Warning,98.39,4.64,FALSE,Focus adjustment needed,29.25106389,48.09051667,Mubarak Al-Kabeer,Mubarak Al-Kabeer,46520
241,قادم من الشيخ زايد باتجاه المغرب," 29°18'29.22""N"," 48° 1'16.77""E",IP,Uniview,2020-03-08 00:00:00,2025-07-09 00:00:00,19,Online,23.3,33,1,41,75,Good,99.14,1.29,FALSE,Heat exposure — add shade,29.30811667,48.021325,Hawalli,Hawalli,55900
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,2023-10-07 00:00:00,2024-08-05 00:00:00,19,Online,30.4,45,3,411,78,Warning,98.1,6.23,FALSE,Periodic false motion alerts,29.31359167,47.93401667,Al Farwaniyah,Farwaniya,84851
80,د.4 / الرياض المخرج المؤدي الي د-5," 29°19'4.05""N","47°58'27.54""E",Fisheye,Uniview,2025-01-17 00:00:00,2025-11-02 00:00:00,21,Online,34.1,33,0,468,72,Good,98.76,0.8,TRUE,Mount stabilization required,29.31779167,47.97431667,Al Farwaniyah,Farwaniya,48981
84,د.4 / الرياض المخرج المؤدي الي السالميه," 29°19'5.85""N","47°58'32.36""E",Thermal,Honeywell,2020-07-27 00:00:00,2024-06-01 00:00:00,20,Online,33.3,88,3,372,87,Warning,99.38,0.68,TRUE,,29.31829167,47.97565556,Al Farwaniyah,Farwaniya,65269
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,2023-10-07 00:00:00,2025-05-04 00:00:00,18,Online,26.3,35,1,220,80,Good,98.1,3.54,TRUE,Firmware update recommended,29.31359167,47.93401667,Al Farwaniyah,Farwaniya,78053
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,2018-11-26 00:00:00,2023-09-16 00:00:00,22,Online,39.9,58,1,690,80,Good,99.68,4.52,FALSE,,29.31551389,48.05248611,Hawalli,Hawalli,76924
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2025-10-10 00:00:00,22,Online,25.8,48,0,92,85,Good,98.17,2.13,TRUE,Lens requires cleaning,29.20006389,48.00828611,Al Ahmadi,Ahmadi,61796
158,قادم المسيله باتجاه اشبيله والجليب," 29°16'1.35""N"," 47°56'25.61""E",Dome,Axis,2018-08-23 00:00:00,2025-04-29 00:00:00,20,Online,31,49,1,136,93,Good,99.5,5.17,TRUE,Heat exposure — add shade,29.26704167,47.94044722,Al Farwaniyah,Farwaniya,91502
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2025-04-20 00:00:00,21,Offline,28.5,64,1,313,79,Warning,97.36,1.82,FALSE,Check IR LEDs,29.20006389,48.00828611,Al Ahmadi,Ahmadi,52969
274,قادم من شارع الخليج العربي من ناحية الشويخ باتجاه شارع السور ," 29°21'50.15""N"," 47°57'32.56""E",IP,Hikvision,2022-10-06 00:00:00,2025-10-10 00:00:00,21,Online,33.4,24,0,131,87,Good,99.76,3.14,TRUE,Focus adjustment needed,29.36393056,47.95904444,Al Asimah,Al Asimah,86960
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,2022-02-18 00:00:00,2024-10-18 00:00:00,19,Online,33.9,36,1,605,94,Good,98.59,3.76,TRUE,Mount stabilization required,29.26696111,47.92162222,Al Farwaniyah,Farwaniya,86846
73,د.4 / المطارالمخرج المؤدي الي د.5," 29°18'58.28""N","47°57'37.85""E",PTZ,Hikvision,2022-07-05 00:00:00,2024-05-22 00:00:00,23,Online,28.3,72,1,135,71,Good,98.01,2.59,FALSE,Mount stabilization required,29.31618889,47.96051389,Al Farwaniyah,Farwaniya,60434
27,مخرج القادم من صليبخات باتجاه الغزالي," 29°20'18.17""N"," 47°55'21.26""E",Fisheye,Dahua,2023-11-01 00:00:00,2025-06-22 00:00:00,23,Offline,17.9,52,0,0,93,Good,91.14,1,FALSE,Focus adjustment needed,29.33838056,47.92257222,Al Asimah,Al Asimah,78641
293,قادم من جاسم محمد البحر باتجاه شارع الخليج العربي ,,,Thermal,Vivotek,2022-09-20 00:00:00,2025-09-24 00:00:00,23,Online,27.8,66,2,664,95,Good,98.81,0.74,TRUE,Periodic false motion alerts,,,,Unknown,63080
55,قادم من المدينه باتجاه القصر وجابر," 29°20'32.16""N","47°42'38.37""E",Thermal,Bosch,2025-01-07 00:00:00,2022-09-29 00:00:00,19,Intermittent,41.5,54,0,185,84,Good,92.36,4.39,TRUE,Mount stabilization required,29.34226667,47.71065833,Al Jahrah,Jahra,50862
140,قادم من صبحان باتجاه الجهراء ," 29°16'0.85""N"," 47°59'16.96""E",Bullet,Dahua,2023-04-20 00:00:00,2023-06-07 00:00:00,18,Offline,30.1,34,1,600,96,Warning,94.71,2.29,TRUE,Focus adjustment needed,29.26690278,47.98804444,Al Farwaniyah,Farwaniya,81800
280,قادم من شارع عبد العزيز حمد الصقر باتجاه شارع الخليج العربي الشويخ ," 29°22'5.02""N","  47°57'47.44""E",IP,Vivotek,2018-01-25 00:00:00,2023-07-28 00:00:00,21,Online,30.3,50,0,361,84,Good,98.49,2.45,FALSE,Firmware update recommended,29.36806111,47.96317778,Al Asimah,Al Asimah,79820
